id,w_foreign_language,w_literature,w_math,x_biology,x_chemistry,x_physics,y_civic_education,y_geography,y_history,z_average,z_max,z_min
33007440,3.40,6,7.60,4.25,7,5.75,-,-,-,5.67,7.6,3.4
33007439,5.80,6.50,9.40,5,6.75,8.50,-,-,-,6.99,9.4,5.0
33007441,2.80,6,8.60,3.75,8.50,8,-,-,-,6.27,8.6,2.8
33007442,5.20,7,8.20,4,7,7.25,-,-,-,6.44,8.2,4.0
33007443,4.20,6.75,8,2.75,7,7.50,-,-,-,6.03,8.0,2.75
33007445,3.40,6.50,8,4,7.25,7.25,-,-,-,6.07,8.0,3.4
33007444,7,5,8.60,4.25,8.50,7.25,-,-,-,6.77,8.6,4.25
33007446,6.40,5.75,6.60,4,3.25,6.75,-,-,-,5.46,6.75,3.25
33007448,5.40,7.25,7.20,7.75,8,4.75,-,-,-,6.73,8.0,4.75
33007447,8.40,5.50,8.40,5,7.50,8.50,-,-,-,7.22,8.5,5.0
33007449,5,5.75,8.20,6.75,7.75,7.50,-,-,-,6.83,8.2,5.0
33007450,8.80,4,9,4.75,5,6.75,-,-,-,6.38,9.0,4.0
33007451,8.80,8,7.40,-,-,-,8.75,7.50,5.25,7.62,8.8,5.25
33007452,9,7.75,7.20,-,-,-,7.75,7.25,5.25,7.37,9.0,5.25
33007453,-,5.75,5.60,-,-,-,-,7.25,2,5.15,7.25,2.0
33007455,7.60,6.50,7.20,2.25,3.25,5.75,-,-,-,5.42,7.6,2.25
33007454,7.80,7.25,7.40,-,-,-,9.75,6.25,5.75,7.37,9.75,5.75
33007456,8.40,8.25,7,-,-,-,9.25,7.25,9,8.19,9.25,7.25
33007457,3.20,6,7.80,5,6.25,5.75,-,-,-,5.67,7.8,3.2
33007458,6,7.75,7.80,-,-,-,7.25,5.50,2.25,6.09,7.8,2.25
33007460,6.20,7.50,7.40,-,-,-,8.50,6.50,3.75,6.64,8.5,3.75
33007459,7.40,6.50,7.60,-,-,-,8,6.75,3.25,6.58,8.0,3.25
33007461,8.60,8.25,7,-,-,-,7.75,6.75,5.50,7.31,8.6,5.5
33007463,2.60,4.58,7,3.75,4.75,5.25,-,-,-,4.66,7.0,2.6
33007462,4.80,5.25,7.80,5.50,7.25,7,-,-,-,6.27,7.8,4.8
33007464,7.80,7.25,7.40,-,-,-,8,4.25,2.75,6.24,8.0,2.75
33007465,8.20,6,7.60,2.75,8.50,6,-,-,-,6.51,8.5,2.75
33007466,7.80,5.50,8.80,6,4.25,7.25,-,-,-,6.6,8.8,4.25
33007467,8.60,7.50,6.80,-,-,-,8.25,5.50,3.50,6.69,8.6,3.5
33007468,-,6,6.80,-,-,-,-,6.75,4.75,6.08,6.8,4.75
33007469,9,8.50,7.20,-,-,-,9.50,6.75,4.75,7.62,9.5,4.75
33007470,8.20,8.25,7.80,-,-,-,7,6.75,5.25,7.21,8.25,5.25
33007471,-,6.50,6.20,-,-,-,-,6.75,5.50,6.24,6.75,5.5
33007472,6.60,7,7.60,-,-,-,8.75,7.50,3.50,6.83,8.75,3.5
33007473,7.40,7,7.40,7,7.25,7.50,-,-,-,7.26,7.5,7.0
33007474,8.20,8.25,8.40,7.25,8.25,7.75,-,-,-,8.02,8.4,7.25
33007475,10,6.50,8.60,5.75,2.75,7.25,-,-,-,6.81,10.0,2.75
33007478,9.20,4,7.20,4,5.50,6.75,-,-,-,6.11,9.2,4.0
33007480,3.60,5.50,7.40,1.75,6.75,6.50,-,-,-,5.25,7.4,1.75
33007479,8.40,6.75,7.40,-,-,-,7.75,5.50,3,6.47,8.4,3.0
33007476,4.80,7.50,5.60,-,-,-,7.50,5.75,4,5.86,7.5,4.0
33007477,6.20,6.25,5,-,-,-,9.50,6.25,6.75,6.66,9.5,6.2
33007481,6.20,5,8,6,8,8,-,-,-,6.87,8.0,5.0
33007482,8.20,6.50,7,5,4,6.25,-,-,-,6.16,8.2,4.0
33007483,3.60,7.50,6,-,-,-,8.25,6.50,2,5.64,8.25,2.0
33007484,7.20,7,7,-,-,-,8.50,7,3,6.62,8.5,3.0
33007485,4.20,7.25,7.80,4.50,7,6.75,-,-,-,6.25,7.8,4.2
33007486,8.20,7.50,6.80,-,-,-,8.50,6.75,4.50,7.04,8.5,4.5
33007488,4.40,7.50,7,-,-,-,8,6.50,2.50,5.98,8.0,2.5
33007487,8.20,8.50,7.20,-,-,-,10,7.75,6.25,7.98,10.0,6.25
33007490,7.40,7.50,7.20,-,-,-,8.50,5.75,3.25,6.6,8.5,3.25
33007489,9.20,6,6.20,-,-,-,8,6.75,6.50,7.11,9.2,6.0
33007491,8,8,5.40,-,-,-,9,7.75,6.25,7.4,9.0,6.25
33007492,7.40,6,8,-,-,-,9.25,7.75,3,6.9,9.25,3.0
33007494,6.40,8.75,7.20,-,-,-,7.25,6,3,6.43,8.75,3.0
33007495,3.80,6,8.40,8.75,7.75,3.25,-,-,-,6.33,8.75,3.25
33007493,6.40,6.50,6.80,-,-,-,7,5.75,3.75,6.03,7.0,3.75
33007496,5.60,6.25,7,-,-,-,9.50,8,6.75,7.18,9.5,5.6
33007497,7.80,8,6.60,-,-,-,8,6.25,4.50,6.86,8.0,4.5
33007498,6.60,5.75,7.80,2.75,3.50,6,-,-,-,5.4,7.8,2.75
33007499,5.60,7.50,7.60,-,-,-,8.50,9,7.50,7.62,9.0,5.6
33007500,5.40,7.50,7.80,8.50,7,4,-,-,-,6.7,8.5,4.0
33007502,5.20,6,5.80,-,-,-,8.50,7,5,6.25,8.5,5.0
33007501,5.60,8.50,7.40,-,-,-,10,8.50,7.50,7.92,10.0,5.6
33007503,6.80,8.50,7.80,-,-,-,10,7.50,6.25,7.81,10.0,6.25
33007504,9.60,8.50,7.40,-,-,-,9,8.25,5.25,8.0,9.6,5.25
33007506,8.40,3.50,8.20,4.50,7.50,7.50,-,-,-,6.6,8.4,3.5
33007507,7.40,6.75,5.80,-,-,-,8.25,7.50,6,6.95,8.25,6.0
33007505,9,8.50,6.20,-,-,-,9.50,6.25,4,7.24,9.5,4.0
33007508,7.60,6,7.60,5.25,8,8,-,-,-,7.08,8.0,5.25
33007509,8.80,5.25,6.40,-,-,-,6.75,6.25,4.50,6.33,8.8,4.5
33007512,5.80,7.75,7.20,-,-,-,9.50,7.50,5,7.12,9.5,5.0
33007510,3.60,6.50,7.60,4,8.25,6.50,-,-,-,6.08,8.25,3.6
33007511,9.40,6.75,8.60,-,-,-,8.75,6.75,4.25,7.42,9.4,4.25
33007514,4.40,5.50,8.40,1.50,7.25,7.50,-,-,-,5.76,8.4,1.5
33007513,5.20,9.25,7.20,-,-,-,8,9.25,8.50,7.9,9.25,5.2
33007515,6,7.75,8,-,-,-,9.50,7,6,7.38,9.5,6.0
33007516,3.40,6.50,6.80,6.75,8,5.25,-,-,-,6.12,8.0,3.4
33007518,7.60,6.50,8.20,8.75,8,5.75,-,-,-,7.47,8.75,5.75
33007519,3.40,6.25,7,-,-,-,9.50,8,8,7.02,9.5,3.4
33007520,8.40,7.25,9,3.25,5,7.25,-,-,-,6.69,9.0,3.25
33007517,8.60,6.25,8.40,-,-,-,7,6.25,4,6.75,8.6,4.0
33007521,5.80,8.50,6.20,-,-,-,9.25,9,7,7.62,9.25,5.8
33007522,7.20,4.50,7.20,5,8.25,5.75,-,-,-,6.32,8.25,4.5
33007523,7.80,8,7.60,-,-,-,8.50,8,4.50,7.4,8.5,4.5
33007525,7.80,8.50,6.20,-,-,-,9.75,6.75,6.75,7.62,9.75,6.75
33007526,8.20,7,8.20,-,-,-,9,7.75,7,7.86,9.0,7.0
33007527,3.60,6.50,5,-,-,-,7.75,6.50,3.50,5.48,7.75,3.5
33007528,4,5.75,7.40,-,-,-,7.75,6.75,3,5.77,7.75,3.0
33007529,7.80,6,8,4.25,6.75,7.25,-,-,-,6.67,8.0,4.25
33007524,7.60,8.50,8.60,-,-,-,9.50,8.75,7.50,8.41,9.5,7.5
33007530,3.40,6.50,7.80,4,5.75,6.25,-,-,-,5.62,7.8,3.4
33007531,7,4.25,8.80,5.75,8,8,-,-,-,6.97,8.8,4.25
33007532,5.20,8.50,7.40,-,-,-,8,8.50,7.25,7.48,8.5,5.2
33007533,7.60,6.50,5,-,-,-,8.75,7,5.25,6.68,8.75,5.25
33007535,6.20,3.75,7.60,3,7.50,5.50,-,-,-,5.59,7.6,3.0
33007537,2.40,3.50,8,-,-,-,9,7,5.25,5.86,9.0,2.4
33007536,6.40,6.50,7.60,4.25,7.75,7,-,-,-,6.58,7.75,4.25
33007534,9.40,6.25,7.80,-,-,-,9.25,7.75,6.50,7.83,9.4,6.25
33007538,8.40,6.50,7.40,7,8.25,5,-,-,-,7.09,8.4,5.0
33007539,5.40,5.50,9,7.25,7.50,8,-,-,-,7.11,9.0,5.4
33007540,2.80,6.50,7.60,6.75,8,5,-,-,-,6.11,8.0,2.8
33007542,9.40,8.75,7.20,-,-,-,8.75,9,6,8.18,9.4,6.0
33007541,4.20,6.25,6.60,-,-,-,8,6.75,4.25,6.01,8.0,4.2
33007543,5.80,5.75,5.80,-,-,-,6.75,6.25,3,5.56,6.75,3.0
33007544,8.80,6.50,7.40,-,-,-,9.50,7.75,4.75,7.45,9.5,4.75
33007545,7,7,6.60,-,-,-,9,9,3.50,7.02,9.0,3.5
33007546,7,7.25,7.20,-,-,-,9.25,7.50,6,7.37,9.25,6.0
33007547,8,5.50,7.80,5,7.75,7.75,-,-,-,6.97,8.0,5.0
33007548,7.40,6.75,8,-,-,-,7.75,7.50,5,7.07,8.0,5.0
33007549,8.20,6.50,7,-,-,-,10,7.50,6.25,7.58,10.0,6.25
33007550,3.80,7,4.40,-,-,-,8.50,7.75,8,6.58,8.5,3.8
33007553,8.40,7.50,7.60,-,-,-,8.50,6.75,5.25,7.33,8.5,5.25
33007552,3.60,5.75,8.20,-,-,-,7.75,6.50,5.75,6.26,8.2,3.6
33007551,7.40,6.25,8.40,7,6.50,4.25,-,-,-,6.63,8.4,4.25
33007554,8,8.25,7.60,-,-,-,8.50,4.75,4.50,6.93,8.5,4.5
33007555,8.40,7.50,6.40,-,-,-,9,7.25,4,7.09,9.0,4.0
33007556,6.60,8.50,6.20,-,-,-,6.75,8.50,5.75,7.05,8.5,5.75
33007557,3.60,5.50,7.40,-,-,-,8.25,8,4.75,6.25,8.25,3.6
33007558,5.20,2.75,5.40,-,-,-,9,7.50,2.50,5.39,9.0,2.5
33007560,7,5.75,7.60,4.25,7.50,4.75,-,-,-,6.14,7.6,4.25
33007561,6.40,7.25,7,-,-,-,9.25,6.75,2.50,6.52,9.25,2.5
33007559,6.20,4.50,5.20,-,-,-,6.25,6.25,1.75,5.02,6.25,1.75
33007562,7.60,6,6,-,-,-,6.75,6.25,3.25,5.98,7.6,3.25
33007564,5,7,8.60,4.25,8.50,8.50,-,-,-,6.98,8.6,4.25
33007563,4.80,5.50,8,4.75,7,5.75,-,-,-,5.97,8.0,4.75
33007565,6.20,7.50,7.60,-,-,-,6.25,6.25,4.50,6.38,7.6,4.5
33007568,5.40,5.50,7.60,6.25,7.50,7,-,-,-,6.54,7.6,5.4
33007567,6,5.75,8.80,7.75,6.25,7.25,-,-,-,6.97,8.8,5.75
33007566,8.80,7.50,7.60,-,-,-,9.50,7.25,7.25,7.98,9.5,7.25
33007569,7.20,7.50,7.20,-,-,-,7.25,6.25,4.75,6.69,7.5,4.75
33007570,4.40,5,6.80,-,-,-,9.25,6,6,6.24,9.25,4.4
33007571,5.40,6,4.80,-,-,-,8.75,8.50,4,6.24,8.75,4.0
33007572,8.20,7.50,7.20,-,-,-,7.25,6.50,4.50,6.86,8.2,4.5
33007573,4,5.25,8.20,5.50,7.50,8.25,-,-,-,6.45,8.25,4.0
33007574,4.80,4.50,8.20,4,8,5.50,-,-,-,5.83,8.2,4.0
33007575,6.60,4.25,7,2.75,6.25,2.75,-,-,-,4.93,7.0,2.75
33007576,8.20,6,7.60,2.25,3,5.50,-,-,-,5.42,8.2,2.25
33007577,5.80,8,7,-,-,-,7,5.75,3,6.09,8.0,3.0
33007579,4.80,3.50,6.60,-,-,-,7.50,4.75,4.50,5.27,7.5,3.5
33007580,8.80,7.50,7.40,-,-,-,7.75,6,4.50,6.99,8.8,4.5
33007578,3,6,4.60,3,6.25,4.50,-,-,-,4.56,6.25,3.0
33007581,3.20,5.25,9,5.25,8.50,8.75,-,-,-,6.66,9.0,3.2
33007583,5.60,7.25,7.80,-,-,-,7.75,7,3.25,6.44,7.8,3.25
33007584,8.40,7.25,7,-,-,-,8.75,5.50,3.50,6.73,8.75,3.5
33007582,8,5.50,6.60,-,-,-,10,7.25,6.25,7.27,10.0,5.5
33007587,8,7,7,4.75,4.75,7.25,-,-,-,6.46,8.0,4.75
33007585,7.80,7,7,-,-,-,9,8.50,3.25,7.09,9.0,3.25
33007586,7,8,6.20,-,-,-,7.50,5.25,4,6.33,8.0,4.0
33007589,6.60,6.25,8.20,-,-,-,9.25,7,5.50,7.13,9.25,5.5
33007588,6,8.25,4.80,-,-,-,7.75,5.50,4.25,6.09,8.25,4.25
33007591,8.20,6.25,6.40,-,-,-,9,7.50,3,6.73,9.0,3.0
33007590,8.80,6.75,7.60,-,-,-,8.25,6.25,4.50,7.02,8.8,4.5
33007593,6.80,8,8.20,-,-,-,8.25,8,3.50,7.12,8.25,3.5
33007592,9.20,8.50,8.20,-,-,-,8.50,6.75,5.75,7.82,9.2,5.75
33007595,5.20,7.75,6.20,5.75,6.50,6.75,-,-,-,6.36,7.75,5.2
33007594,6.20,6.50,7,-,-,-,8,8.25,2.50,6.41,8.25,2.5
33007598,7.60,4.75,8.40,4.25,7.75,8,-,-,-,6.79,8.4,4.25
33007599,7.20,8,8.80,6,8.25,8,-,-,-,7.71,8.8,6.0
33007596,7.40,7.75,6.80,-,-,-,7.50,8.25,4.50,7.03,8.25,4.5
33007601,4,4.75,7.80,-,-,-,6,5.75,3,5.22,7.8,3.0
33007597,5,5.50,7.60,5.75,8.75,7.50,-,-,-,6.68,8.75,5.0
33007600,6,5.50,7.60,4.75,8.25,6.75,-,-,-,6.48,8.25,4.75
33007607,9,8.50,7.20,-,-,-,8.25,8,8.25,8.2,9.0,8.0
33007606,9,8,8.40,6.75,8.25,6.50,-,-,-,7.82,9.0,6.5
33007605,9.60,8.50,8,-,-,-,9.75,9,7.50,8.72,9.75,7.5
33007608,6.80,7,7.40,-,-,-,9,7,7,7.37,9.0,6.8
33007603,3.60,5,7.80,-,-,-,9,8,5.75,6.53,9.0,3.6
33007609,6.20,8,5.80,-,-,-,9.50,9,9.25,7.96,9.5,6.2
33007602,4,6,8.60,3.50,8.50,7.75,-,-,-,6.39,8.6,3.5
33007604,8.80,7,7.40,-,-,-,9.50,8.75,7.75,8.2,9.5,7.0
33007611,8.40,8,7.40,-,-,-,5.50,6.25,1,6.09,8.4,1.0
33007612,3.80,7,8.60,3.75,6,5,-,-,-,5.69,8.6,3.75
33007610,6.20,6.50,7.20,-,-,-,6.25,6,3.50,5.94,7.2,3.5
33007613,5,8,8.60,-,-,-,9,8,4.75,7.23,9.0,4.75
33007614,5.80,6.50,8,6.75,5.50,5.25,-,-,-,6.3,8.0,5.25
33007615,9,6.25,7.80,4.50,7.75,6.75,-,-,-,7.01,9.0,4.5
33007617,8.80,7,5.80,-,-,-,8.75,7.50,5,7.14,8.8,5.0
33007616,6.80,7,4,-,-,-,7.50,6.50,4.75,6.09,7.5,4.75
33007618,2.20,6,7.80,2.50,5.25,5.75,-,-,-,4.92,7.8,2.2
33007619,6.60,6.25,7.40,-,-,-,5.25,6.25,3.25,5.83,7.4,3.25
33007620,2.40,4.25,8.40,3.50,7.25,7.50,-,-,-,5.55,8.4,2.4
33007621,8.80,4.50,8.20,4,7.25,6,-,-,-,6.46,8.8,4.0
33007622,4.20,7.50,5.80,-,-,-,6.75,6.50,4.25,5.83,7.5,4.2
33007623,8.40,7.50,8,4.25,5.50,7.50,-,-,-,6.86,8.4,4.25
33007624,6.80,5,7.40,4.25,6.75,5.75,-,-,-,5.99,7.4,4.25
33007625,9,6.50,8.20,7.75,7.25,6.25,-,-,-,7.49,9.0,6.25
33007626,6.40,8.75,8,5.50,8,8.50,-,-,-,7.52,8.75,5.5
33007630,4.40,4,7.20,3.25,5.75,3.25,-,-,-,4.64,7.2,3.25
33007627,7.80,6.25,8.60,4,8,7,-,-,-,6.94,8.6,4.0
33007628,7,8.75,7.60,-,-,-,9.25,8,4.75,7.56,9.25,4.75
33007629,3.40,6,8.20,5.75,6.50,5,-,-,-,5.81,8.2,3.4
33007633,5.60,7,7.80,-,-,-,4.75,5.50,3.25,5.65,7.8,3.25
33007631,5.80,5.25,8.20,3.25,5.50,7.75,-,-,-,5.96,8.2,3.25
33007632,3.40,6,7,3.75,5.50,6.25,-,-,-,5.32,7.0,3.4
33007634,5.40,8.50,7.60,-,-,-,8.75,8,5,7.21,8.75,5.0
33007635,6.40,8,7.80,7,8.25,3.25,-,-,-,6.78,8.25,3.25
33007636,3.40,7.50,7.80,6,8,7.25,-,-,-,6.66,8.0,3.4
33007637,8.80,7.50,8,-,-,-,9,6.50,3.50,7.22,9.0,3.5
33007638,4.80,7.25,7.40,-,-,-,7.25,7.25,4,6.33,7.4,4.0
33007641,3,7.25,6.80,-,-,-,9.25,8.25,7.50,7.01,9.25,3.0
33007642,6,6.75,4.20,-,-,-,8.25,7.75,7.50,6.74,8.25,6.0
33007639,4.60,6.25,8.20,5,8.25,7.75,-,-,-,6.67,8.25,4.6
33007643,4.60,6.25,6,-,-,-,8.75,8,4.75,6.39,8.75,4.6
33007640,8.60,8.50,8,5.75,6.75,7.25,-,-,-,7.48,8.6,5.75
33007644,9.40,4.50,8,3.50,3.75,7.50,-,-,-,6.11,9.4,3.5
33007645,6.60,7,5.80,-,-,-,7.75,7.50,3.50,6.36,7.75,3.5
33007646,8.40,6.25,7.60,-,-,-,9.25,8.75,7.50,7.96,9.25,6.25
33007648,8.20,7.50,6.80,-,-,-,9.50,8.75,9,8.29,9.5,8.75
33007647,6.80,7.50,8,-,-,-,6.75,6.75,3.25,6.51,8.0,3.25
33007649,7.80,7.50,7.80,-,-,-,7,6,4.25,6.73,7.8,4.25
33007650,3.80,5.75,4,-,-,-,6.25,5.50,1.75,4.51,6.25,1.75
33007652,8.20,7.50,7,-,-,-,8.50,7.75,5.50,7.41,8.5,5.5
33007651,9.40,8.50,8.40,-,-,-,9.75,8.75,8.50,8.88,9.75,8.5
33007653,6.40,8,7.80,-,-,-,9.50,6.50,5.50,7.28,9.5,5.5
33007654,6.20,8,7,-,-,-,6,6.25,3.50,6.16,8.0,3.5
33007656,8.80,8,6.60,-,-,-,8.25,6,5.25,7.15,8.8,5.25
33007655,2,6.75,9,6,7,4.50,-,-,-,5.88,9.0,2.0
33007657,5.60,5.25,7.80,7,8.50,5.25,-,-,-,6.57,8.5,5.25
33007658,8.20,5.25,7.60,-,-,-,8.50,7.25,6,7.13,8.5,5.25
33007660,9.40,7.25,8.80,3.75,8.25,5.50,-,-,-,7.16,9.4,3.75
33007659,7.60,6.50,7.40,-,-,-,8,6.50,3.75,6.62,8.0,3.75
33007661,5.40,6.75,8.40,4.25,8.25,8.25,-,-,-,6.88,8.4,4.25
33007664,8.20,4.75,9.20,4.50,7.50,8,-,-,-,7.02,9.2,4.5
33007662,7.40,6.25,8.60,3.50,8.25,9,-,-,-,7.17,9.0,3.5
33007665,8.60,6.25,7.20,-,-,-,8,7,6.75,7.3,8.6,6.25
33007663,4.60,4.75,6.20,-,-,-,8.25,6.75,4.50,5.84,8.25,4.5
33007666,9.20,7.75,8,-,-,-,9.50,8.75,7.50,8.45,9.5,7.5
33007668,3.80,5.75,8.20,-,-,-,8.75,7.25,6,6.62,8.75,3.8
33007667,8.20,6.50,7,-,-,-,9.50,8,6.25,7.58,9.5,6.25
33007669,4.80,6.50,7.60,4.25,7.50,5.50,-,-,-,6.02,7.6,4.25
33007671,5.60,8.50,7.60,-,-,-,9,8,6.75,7.58,9.0,5.6
33007670,2.20,4,5.60,-,-,-,8.50,6.50,4.75,5.26,8.5,2.2
33007673,8.60,8.50,7.20,-,-,-,9.25,8,3.50,7.51,9.25,3.5
33007674,8,7.25,6.40,-,-,-,7.25,6,3.50,6.4,8.0,3.5
33007672,6.40,7.75,6,-,-,-,8.75,7,5.25,6.86,8.75,5.25
33007677,7.20,7,7.20,-,-,-,8,6.75,4.25,6.73,8.0,4.25
33007675,8.60,7.50,8,6.50,7.50,6.75,-,-,-,7.48,8.6,6.5
33007676,5.20,7,7.40,-,-,-,8.75,6.25,3.75,6.39,8.75,3.75
33007678,9.20,7.75,7,-,-,-,8.25,8.50,8.25,8.16,9.2,8.25
33007679,6.80,7.25,6.80,-,-,-,8,6,3.75,6.43,8.0,3.75
33007681,6.60,3.75,6.80,-,-,-,7.25,7.25,2.75,5.73,7.25,2.75
33007680,4.40,8,5.40,-,-,-,6.50,6.25,5,5.92,8.0,4.4
33007682,9.40,5.75,8,5,6.75,7,-,-,-,6.98,9.4,5.0
33007685,3.40,7.75,8.20,-,-,-,8,6.75,4.25,6.39,8.2,3.4
33007683,3.60,7.50,6.40,-,-,-,9,7.50,4,6.33,9.0,3.6
33007684,6.40,8.75,6.80,-,-,-,9,7.75,5.75,7.41,9.0,5.75
33007688,8.40,6.25,8.40,7.25,8.50,2.75,-,-,-,6.92,8.5,2.75
33007686,5.20,9,3.60,-,-,-,9.75,7,5.25,6.63,9.75,5.2
33007687,8,8.25,8.20,-,-,-,9.50,7.75,8,8.28,9.5,7.75
33007689,3.40,6,6.40,-,-,-,8.25,7.25,6.25,6.26,8.25,3.4
33007690,6.60,7.75,7,-,-,-,7.50,6.50,2,6.23,7.75,2.0
33007692,5.40,7.50,8.40,-,-,-,8.75,7,3.50,6.76,8.75,3.5
33007691,8.60,9,6.80,-,-,-,8.50,9.25,6.50,8.11,9.25,6.5
33007693,4.20,7,7.60,2.50,7.50,6.50,-,-,-,5.88,7.6,2.5
33007694,9.40,6.50,8.60,5.25,8.50,7.50,-,-,-,7.62,9.4,5.25
33007695,8.60,7,8,-,-,-,8,8.50,8.50,8.1,8.6,7.0
33007696,5.40,5.75,8,-,-,-,8,6.25,6,6.57,8.0,5.4
33007697,9.20,7.50,8,-,-,-,6.50,4.50,4.50,6.7,9.2,4.5
33007698,4.40,5.50,8,2.75,3.25,7.25,-,-,-,5.19,8.0,2.75
33007699,7.80,5.50,8,-,-,-,6.25,6.50,3,6.17,8.0,3.0
33007700,8.20,7,6,-,-,-,7.25,5.75,4.25,6.41,8.2,4.25
33007702,4.80,6.25,7.60,5.75,7.25,5.50,-,-,-,6.19,7.6,4.8
33007701,6.40,6.25,8.20,4.50,8,7.50,-,-,-,6.81,8.2,4.5
33007705,8.80,6.50,6.20,-,-,-,7.50,6.75,3,6.46,8.8,3.0
33007704,8.20,6,7.40,4.25,5.25,7,-,-,-,6.35,8.2,4.25
33007703,7.40,7.25,6.80,-,-,-,8.75,6.75,7.25,7.37,8.75,6.75
33007706,9.60,4.50,6,-,-,-,9.50,8,8.25,7.64,9.6,4.5
33007708,5.40,6.50,8.60,4.75,7.75,7,-,-,-,6.67,8.6,4.75
33007707,6.40,4.75,6.80,3.25,7.50,4.75,-,-,-,5.58,7.5,3.25
33007709,5.80,6.50,8.20,5.50,7.75,6.75,-,-,-,6.75,8.2,5.5
33007710,7,8.50,7.80,-,-,-,9,7.50,6.50,7.72,9.0,6.5
33007711,6,8.25,7.20,-,-,-,8.75,7.75,5.50,7.24,8.75,5.5
33007712,4.20,8.25,4.60,-,-,-,7.50,6.25,5.25,6.01,8.25,4.2
33007714,7.80,6.50,7.60,-,-,-,8.75,6.75,5,7.07,8.75,5.0
33007713,4.40,7.75,7,-,-,-,7.75,6.25,2.75,5.98,7.75,2.75
33007715,5,6,7.80,-,-,-,6.75,7.50,3.50,6.09,7.8,3.5
33007716,4,6.50,6.60,-,-,-,9,8.50,5.75,6.73,9.0,4.0
33007717,9,7.75,7.40,-,-,-,8.75,5.75,3,6.94,9.0,3.0
33007718,3.60,7.25,6.40,-,-,-,8.25,7,6,6.42,8.25,3.6
33007719,8.40,6,7.20,5.50,7.25,8,-,-,-,7.06,8.4,5.5
33007720,4.80,6.75,8,3.25,7.75,7.25,-,-,-,6.3,8.0,3.25
33007723,9.20,5.75,7.40,5.25,7.25,5.25,-,-,-,6.68,9.2,5.25
33007721,2,5.75,5.60,-,-,-,8.50,5.25,3,5.02,8.5,2.0
33007722,8,6.25,6.60,-,-,-,8.75,6.75,3.75,6.68,8.75,3.75
33007725,5.20,6.75,8.20,3.75,6.25,6.75,-,-,-,6.15,8.2,3.75
33007724,6.60,6,4.80,-,-,-,6.50,5.50,4,5.57,6.6,4.0
33007726,8.40,6.25,7.40,5.25,7,4.75,-,-,-,6.51,8.4,4.75
33007729,7.40,7.25,8.60,5,5.50,6,-,-,-,6.62,8.6,5.0
33007728,7.80,7.50,8.20,-,-,-,8.50,8.25,6.75,7.83,8.5,6.75
33007731,5.80,7.25,8.20,-,-,-,8,6,2.25,6.25,8.2,2.25
33007730,6.60,6.75,6.80,4.50,4.25,6.50,-,-,-,5.9,6.8,4.25
33007733,9.40,7.25,7.80,3.50,6,6,-,-,-,6.66,9.4,3.5
33007727,3.40,5.75,5.60,-,-,-,8.75,7.25,6,6.12,8.75,3.4
33007732,4.20,4.75,7.40,-,-,-,4.75,5.25,3.75,5.02,7.4,3.75
33007734,6.40,7.50,7.60,-,-,-,9.50,8,7.50,7.75,9.5,6.4
33007735,7.80,8,6.20,-,-,-,6,6.75,4.25,6.5,8.0,4.25
33007736,4.20,7.75,8.40,-,-,-,8.75,8,7.75,7.47,8.75,4.2
33007738,9.40,5.50,7.60,-,-,-,9,8,3,7.08,9.4,3.0
33007739,4.40,5.50,7.80,6.25,7.75,5.50,-,-,-,6.2,7.8,4.4
33007741,6.80,5.25,7.80,4,7.75,7.75,-,-,-,6.56,7.8,4.0
33007737,5,7.50,7,-,-,-,8.75,5.75,4,6.33,8.75,4.0
33007740,4.40,8,7.80,-,-,-,8,6,3.25,6.24,8.0,3.25
33007743,8.80,6.50,7.40,-,-,-,8.50,6.50,3.25,6.83,8.8,3.25
33007742,4.20,7,8,2.75,7.25,7.50,-,-,-,6.12,8.0,2.75
33007744,5.20,5.50,7.80,3.50,8.25,8.25,-,-,-,6.42,8.25,3.5
33007745,8.60,5.75,7,3.50,5.25,5,-,-,-,5.85,8.6,3.5
33007746,4.60,7,7,5.75,7,6.75,-,-,-,6.35,7.0,4.6
33007748,6.60,7.50,6.80,-,-,-,7,6.50,4.50,6.48,7.5,4.5
33007749,7.80,7.75,7,-,-,-,8.25,6.25,4,6.84,8.25,4.0
33007750,9.20,6,6.60,-,-,-,8.75,7,5.75,7.22,9.2,5.75
33007747,9.20,7.50,8,-,-,-,8.50,6.75,5,7.49,9.2,5.0
33007751,3.80,5.75,7.60,4.75,8.50,7,-,-,-,6.23,8.5,3.8
33007753,5.60,6.25,6.40,-,-,-,9,6.25,4,6.25,9.0,4.0
33007752,5.80,6.25,4.80,-,-,-,7.75,6,4.25,5.81,7.75,4.25
33007755,2.80,6.75,7.40,-,-,-,8.75,7,5.50,6.37,8.75,2.8
33007754,3,5,6.20,-,-,-,7.25,7.25,4.25,5.49,7.25,3.0
33007756,8.80,6.50,8.60,6,4.25,7,-,-,-,6.86,8.8,4.25
33007758,1.40,5,5,4.50,5,3.25,-,-,-,4.02,5.0,1.4
33007757,6.60,5.25,7.60,2.25,3.25,5.25,-,-,-,5.03,7.6,2.25
33007759,7.20,5.25,8.60,5,7.50,7.25,-,-,-,6.8,8.6,5.0
33007762,5.80,8.25,7.60,-,-,-,8.50,6.75,2.25,6.52,8.5,2.25
